Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
Hudson-Morar,Belgium,51.260197,4.402771,Government Administration Healthcare,Medium (201-500),Laura Thompson,3/17/2024,Services,Churned Customer,7,,,5858,2/8/1900,5/19/2024,5/2/2024
Heller-Hartmann,Italy,41.902782,12.496366,Construction & Engineering,Medium (201-500),Sarah Davis,2/10/2024,SAAS,Churned Customer,7,,,2557,2/18/1900,5/24/2024,2/24/2024
Torphy-Pouros,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),John Smith,2/8/2024,Services,Churned Customer,7,,,3207,2/28/1900,10/18/2024,6/7/2024
Zulauf-Gutkowski,Italy,41.902782,12.496366,Agriculture & Mining,Medium (201-500),Michael Brown,5/10/2024,SAAS,Churned Customer,7,,,797,3/10/1900,11/30/2024,8/2/2024
"Kunde, O'Keefe and Skiles",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,1/3/2024,Services,Churned Customer,7,,,6018,2/8/1900,7/8/2024,4/1/2024
Raynor Group,Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),Laura Thompson,2/25/2024,Custom solution,Churned Customer,7,,,3011,3/30/1900,9/2/2024,5/31/2024
Konopelski Group,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Laura Thompson,1/31/2024,Services,Churned Customer,7,,,655,3/20/1900,5/23/2024,2/12/2024
"Johnson, Sporer and Kertzmann",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Emily Johnson,2/7/2024,Custom solution,Churned Customer,7,,,2589,2/28/1900,12/19/2024,4/15/2024
"Predovic, Ryan and Wisoky",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Laura Thompson,5/11/2024,SAAS,Churned Customer,7,,,2378,2/18/1900,9/17/2024,9/3/2024
Bernhard-Padberg,Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,3/29/2024,SAAS,Churned Customer,7,,,4592,2/8/1900,12/25/2024,7/9/2024
"Kemmer, Crona and Dietrich",Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Emily Johnson,3/9/2024,SAAS,Churned Customer,7,,,7969,1/29/1900,6/15/2024,7/6/2024
Bruen and Sons,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Michael Brown,4/28/2024,SAAS,Churned Customer,7,,,1295,2/8/1900,12/24/2024,8/22/2024
"Hickle, Rutherford and Ritchie",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Laura Thompson,2/13/2024,Custom solution,Churned Customer,7,,,3184,4/9/1900,6/21/2024,2/15/2024
"Hegmann, Jones and Schiller",Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Emily Johnson,4/24/2024,SAAS,Churned Customer,7,,,2931,3/20/1900,12/5/2024,5/7/2024
"Heidenreich, Bergnaum and Gleason",Spain,40.416775,-3.703790,Education & Science,Medium (201-500),Jessica Martinez,1/30/2024,SAAS,Churned Customer,7,,,7888,1/9/1900,8/9/2024,2/28/2024
Senger-Deckow,Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),Emily Johnson,3/30/2024,SAAS,Churned Customer,7,,,6007,2/18/1900,11/22/2024,7/8/2024
"Krajcik, Hagenes and Cronin",Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),Emily Johnson,1/19/2024,SAAS,Churned Customer,7,,,6718,2/28/1900,3/5/2024,2/23/2024
"Parisian, Kub and Wilderman",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Sarah Davis,1/31/2024,SAAS,Churned Customer,7,,,4828,4/9/1900,1/25/2025,2/16/2024
Funk-Herman,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),Emily Johnson,4/19/2024,SAAS,Churned Customer,7,,,3672,3/30/1900,8/24/2024,7/27/2024
Mraz Group,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Laura Thompson,3/23/2024,Custom solution,Churned Customer,7,,,4088,1/19/1900,11/28/2024,6/9/2024
Oberbrunner-Moore,Portugal,38.736946,-9.142685,Education & Science,Medium (201-500),David Wilson,2/4/2024,Services,Churned Customer,7,,,1748,2/28/1900,3/17/2024,2/23/2024
McLaughlin-Schmidt,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Sarah Davis,2/15/2024,Custom solution,Churned Customer,7,,,3420,3/20/1900,10/4/2024,4/8/2024
"Hane, Berge and Gleason",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,5/5/2024,Services,Churned Customer,7,,,3736,3/30/1900,10/7/2024,7/4/2024
Mynte,Italy,41.902782,12.496366,Education & Science,Large (501-1000),Michael Brown,4/3/2024,SAAS,Churned Customer,7,,,13020,1/29/1900,10/13/2024,5/11/2024
"Borer, Cremin and Rolfson",Switzerland,46.204391,6.143158,Government Administration Healthcare,Large (501-1000),Sarah Davis,5/29/2024,Services,Churned Customer,7,,,12088,2/28/1900,4/11/2025,9/7/2024
Hyatt and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Large (501-1000),John Smith,3/13/2024,Services,Churned Customer,7,,,8026,4/9/1900,11/18/2024,3/16/2024
Hamill-Purdy,Italy,41.902782,12.496366,IT & IT Services,Large (501-1000),Michael Brown,1/18/2024,Services,Churned Customer,7,,,15725,1/9/1900,7/9/2024,4/29/2024
Wiegand LLC,Switzerland,46.204391,6.143158,IT & IT Services,Large (501-1000),Jessica Martinez,4/12/2024,SAAS,Churned Customer,7,,,4292,1/19/1900,7/18/2024,5/7/2024
Bogan-Goldner,Netherlands,52.370216,4.895168,Telecommunications,Large (501-1000),Laura Thompson,3/7/2024,Custom solution,Churned Customer,7,,,15281,1/29/1900,7/17/2024,3/18/2024
Gabtune,Germany,52.520008,13.404954,Government Administration Healthcare,Enterprise (1001+),Emily Johnson,3/7/2024,SAAS,Churned Customer,7,,,18599,1/29/1900,7/27/2024,6/11/2024
"Vandervort, Mosciski and White",France,48.864716,2.349014,Transportation & Logistics,Enterprise (1001+),Laura Thompson,1/6/2024,Custom solution,Churned Customer,7,,,2916,1/19/1900,9/10/2024,4/7/2024
Labadie-Rath,Netherlands,52.370216,4.895168,Agriculture & Mining,Enterprise (1001+),Laura Thompson,4/25/2024,Custom solution,Churned Customer,7,,,13151,4/9/1900,6/9/2024,8/1/2024
Berge LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Enterprise (1001+),John Smith,4/8/2024,Services,Churned Customer,7,,,13724,2/8/1900,5/1/2024,5/31/2024
"Cole, McKenzie and Lakin",Italy,41.902782,12.496366,Transportation & Logistics,Enterprise (1001+),Jessica Martinez,2/28/2024,Custom solution,Churned Customer,7,,,2038,1/29/1900,8/3/2024,6/16/2024
Quigley-Monahan,Germany,52.520008,13.404954,Education & Science,Enterprise (1001+),David Wilson,5/14/2024,Services,Churned Customer,7,,,16079,2/18/1900,1/19/2025,6/1/2024
Rhycero,France,48.864716,2.349014,Banking and Finance,Small (11-200),Sarah Davis,2/7/2024,Custom solution,Customer,6,,,480,2/18/1900,11/7/2024,3/6/2024
Quimba,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,3/29/2024,Services,Customer,6,,,1055,3/30/1900,1/1/2025,7/8/2024
Edgeblab,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),Laura Thompson,1/26/2024,Services,Customer,6,,,919,2/28/1900,4/20/2024,3/22/2024
Twitternation,Austria,48.210033,16.363449,Government Administration Healthcare,Small (11-200),Jessica Martinez,1/9/2024,SAAS,Customer,6,,,1130,2/18/1900,10/15/2024,3/12/2024
"Hoeger, Flatley and Anderson",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,4/20/2024,SAAS,Customer,6,,,1936,2/8/1900,2/21/2025,6/14/2024
"Hermiston, Ziemann and Howell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Laura Thompson,2/5/2024,Services,Customer,6,,,1643,1/29/1900,8/12/2024,5/30/2024
"Monahan, Ondricka and Nienow",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),John Smith,5/8/2024,SAAS,Customer,6,,,1023,1/19/1900,1/24/2025,5/30/2024
"Kovacek, Hermiston and McCullough",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),John Smith,4/27/2024,SAAS,Customer,6,,,1086,1/29/1900,7/22/2024,6/12/2024
Macejkovic LLC,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2/26/2024,SAAS,Customer,6,,,710,2/8/1900,8/18/2024,5/29/2024
Keeling-Sauer,Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Emily Johnson,2/17/2024,Services,Customer,6,,,1986,2/18/1900,7/17/2024,3/8/2024
Berge Group,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,1/22/2024,Services,Customer,6,,,765,2/18/1900,7/12/2024,4/7/2024
Jenkins-Turcotte,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Laura Thompson,3/18/2024,Services,Customer,6,,,1071,1/29/1900,6/3/2024,5/25/2024
Kutch LLC,France,48.864716,2.349014,Banking and Finance,Small (11-200),Jessica Martinez,2/20/2024,SAAS,Customer,6,,,1189,1/19/1900,5/6/2024,4/12/2024
Durgan-Little,France,48.864716,2.349014,Telecommunications,Small (11-200),Laura Thompson,3/5/2024,SAAS,Customer,6,,,387,2/8/1900,5/23/2024,6/17/2024
Hilpert-Wyman,Austria,48.210033,16.363449,Manufacturing & Production,Small (11-200),John Smith,3/29/2024,Services,Customer,6,,,404,3/10/1900,5/30/2024,6/10/2024
Stiedemann-Roob,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Jessica Martinez,4/22/2024,SAAS,Customer,6,,,789,2/18/1900,9/3/2024,6/8/2024
"Reichel, Runolfsdottir and Stoltenberg",Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,2/26/2024,Services,Customer,6,,,371,2/8/1900,8/10/2024,5/9/2024
"Terry, Jenkins and Baumbach",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),Kevin Anderson,5/13/2024,SAAS,Customer,6,,,202,2/18/1900,10/10/2024,8/25/2024
Runolfsdottir-O'Conner,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Michael Brown,5/12/2024,Custom solution,Customer,6,,,951,1/29/1900,9/13/2024,5/21/2024
Kutch Group,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Jessica Martinez,4/16/2024,Services,Customer,6,,,633,1/29/1900,7/28/2024,5/29/2024
"Corwin, Abbott and Robel",Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Kevin Anderson,4/20/2024,SAAS,Customer,6,,,971,3/30/1900,7/13/2024,6/6/2024
"Ward, Kuhic and Torp",Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),John Smith,2/21/2024,SAAS,Customer,6,,,1676,1/9/1900,11/18/2024,6/2/2024
Beier-Lang,France,48.864716,2.349014,IT & IT Services,Small (11-200),Jessica Martinez,4/16/2024,SAAS,Customer,6,,,809,1/29/1900,6/22/2024,7/28/2024
"Auer, Hackett and Bruen",Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),Michael Brown,2/28/2024,Custom solution,Customer,6,,,304,3/30/1900,6/24/2024,5/5/2024
"Buckridge, Brekke and Daniel",Belgium,51.260197,4.402771,Manufacturing & Production,Small (11-200),Jessica Martinez,4/12/2024,SAAS,Customer,6,,,1584,2/8/1900,5/6/2024,6/22/2024
Fay Inc,France,48.864716,2.349014,Education & Science,Small (11-200),Kevin Anderson,5/22/2024,Custom solution,Customer,6,,,894,1/29/1900,2/19/2025,8/11/2024
"Braun, Goldner and Durgan",France,48.864716,2.349014,Recreation & Sports,Small (11-200),Sarah Davis,4/17/2024,SAAS,Customer,6,,,1067,1/29/1900,3/23/2025,4/22/2024
Gibson-Hettinger,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),Laura Thompson,1/31/2024,Services,Customer,6,,,1313,2/8/1900,6/30/2024,2/21/2024
"Gutmann, Kunze and Schaden",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Sarah Davis,1/19/2024,Services,Customer,6,,,1219,1/29/1900,4/5/2024,2/27/2024
Schamberger-Dicki,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Laura Thompson,3/6/2024,Services,Customer,6,,,1363,1/29/1900,5/11/2024,3/21/2024
Harvey Inc,Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),David Wilson,1/10/2024,Custom solution,Customer,6,,,1693,3/20/1900,10/31/2024,1/10/2024
"Bins, Lakin and Daugherty",Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Sarah Davis,1/4/2024,SAAS,Customer,6,,,844,3/10/1900,12/18/2024,2/19/2024
"Reynolds, Bogisich and Block",Spain,40.416775,-3.703790,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,5/23/2024,Custom solution,Customer,6,,,1336,3/20/1900,1/13/2025,8/12/2024
"Auer, Schmeler and Morissette",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Emily Johnson,3/11/2024,Services,Customer,6,,,267,3/30/1900,4/6/2024,3/30/2024
Hegmann Group,Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Laura Thompson,1/11/2024,Custom solution,Customer,6,,,559,2/8/1900,11/23/2024,5/1/2024
Will-Stamm,Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),Jessica Martinez,3/26/2024,Custom solution,Customer,6,,,1204,1/19/1900,6/11/2024,6/19/2024
Goldner-Weimann,France,48.864716,2.349014,Banking and Finance,Small (11-200),Laura Thompson,2/21/2024,Services,Customer,6,,,1938,1/19/1900,2/12/2025,3/17/2024
Hodkiewicz-Howe,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Michael Brown,4/25/2024,SAAS,Customer,6,,,985,2/8/1900,2/28/2025,8/21/2024
Keeling Inc,France,48.864716,2.349014,Telecommunications,Small (11-200),Michael Brown,2/7/2024,Services,Customer,6,,,1787,2/28/1900,8/18/2024,5/16/2024
Harris Inc,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,3/23/2024,SAAS,Customer,6,,,1949,2/18/1900,3/17/2025,5/9/2024
Roberts and Sons,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Kevin Anderson,1/19/2024,Services,Customer,6,,,1964,3/10/1900,10/8/2024,3/3/2024
Hauck-Beahan,Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),Laura Thompson,4/3/2024,Services,Customer,6,,,825,2/18/1900,9/3/2024,8/1/2024
"Ryan, Toy and O'Reilly",France,48.864716,2.349014,Banking and Finance,Small (11-200),Laura Thompson,5/28/2024,SAAS,Customer,6,,,559,3/30/1900,3/23/2025,8/2/2024
Orn Inc,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Michael Brown,2/3/2024,Services,Customer,6,,,1905,1/29/1900,7/29/2024,6/2/2024
Kuhlman Inc,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),John Smith,3/14/2024,SAAS,Customer,6,,,1472,1/29/1900,4/18/2024,7/1/2024
"Von, Becker and Fisher",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Michael Brown,1/10/2024,SAAS,Customer,6,,,623,1/29/1900,10/25/2024,3/1/2024
"Mertz, Casper and Klein",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Michael Brown,3/16/2024,Services,Customer,6,,,555,2/18/1900,2/20/2025,6/5/2024
"Botsford, King and Steuber",Austria,48.210033,16.363449,IT & IT Services,Small (11-200),Laura Thompson,5/4/2024,SAAS,Customer,6,,,1662,2/8/1900,9/30/2024,7/11/2024
Funk-Hane,France,48.864716,2.349014,Telecommunications,Small (11-200),Jessica Martinez,4/9/2024,Services,Customer,6,,,928,1/19/1900,1/30/2025,7/14/2024
Hartmann-Pollich,Spain,40.416775,-3.703790,Transportation & Logistics,Small (11-200),David Wilson,4/11/2024,Services,Customer,6,,,901,1/9/1900,2/4/2025,6/8/2024
Frami-Gusikowski,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Laura Thompson,3/20/2024,SAAS,Customer,6,,,954,3/10/1900,6/8/2024,7/9/2024
Lueilwitz Inc,France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,2/8/2024,SAAS,Customer,6,,,1328,2/8/1900,3/7/2024,4/1/2024
Kreiger-Rice,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Michael Brown,2/10/2024,SAAS,Customer,6,,,1707,4/9/1900,11/22/2024,4/26/2024
Blick Inc,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),John Smith,1/7/2024,SAAS,Customer,6,,,513,3/30/1900,3/13/2024,3/23/2024
Bauch-Morar,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Laura Thompson,5/8/2024,Custom solution,Customer,6,,,1563,1/19/1900,8/5/2024,6/5/2024
"Auer, Deckow and Torp",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2/29/2024,SAAS,Customer,6,,,1898,2/8/1900,10/24/2024,5/4/2024
Kuvalis-Strosin,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,3/25/2024,Custom solution,Customer,6,,,480,2/8/1900,4/23/2024,6/4/2024
Hintz-Fadel,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Jessica Martinez,2/22/2024,SAAS,Customer,6,,,563,2/8/1900,2/15/2025,5/11/2024
Kiehn-Bernier,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,1/7/2024,Custom solution,Customer,6,,,583,2/28/1900,11/24/2024,3/20/2024
Zooxo,Switzerland,46.204391,6.143158,IT & IT Services,Micro (1-10),Sarah Davis,2/14/2024,Services,Customer,6,,,974,4/9/1900,1/22/2025,5/20/2024
Jetpulse,Germany,52.520008,13.404954,IT & IT Services,Micro (1-10),John Smith,4/18/2024,SAAS,Customer,6,,,595,1/19/1900,1/26/2025,5/19/2024
InnoZ,Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Emily Johnson,1/20/2024,SAAS,Customer,6,,,283,1/19/1900,11/1/2024,4/20/2024
Chatterpoint,Switzerland,46.204391,6.143158,Manufacturing & Production,Micro (1-10),Michael Brown,3/10/2024,SAAS,Customer,6,,,545,1/29/1900,6/1/2024,5/30/2024
Trunyx,Spain,40.416775,-3.703790,Transportation & Logistics,Micro (1-10),David Wilson,2/24/2024,Services,Customer,6,,,1024,1/29/1900,8/30/2024,4/2/2024
"Luettgen, Franecki and Roberts",Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),Jessica Martinez,2/10/2024,SAAS,Customer,6,,,308,2/8/1900,11/14/2024,6/2/2024
"Kilback, Cremin and Bergnaum",Belgium,51.260197,4.402771,Banking and Finance,Micro (1-10),Laura Thompson,5/23/2024,Services,Customer,6,,,828,2/28/1900,9/18/2024,7/3/2024
Toy-O'Hara,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),John Smith,1/16/2024,SAAS,Customer,6,,,809,1/19/1900,9/10/2024,3/28/2024
"Lubowitz, Herman and Fisher",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Laura Thompson,4/22/2024,SAAS,Customer,6,,,535,1/19/1900,11/19/2024,6/19/2024
"Schulist, Bailey and Dickens",Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Kevin Anderson,4/3/2024,SAAS,Customer,6,,,1129,1/19/1900,4/24/2024,7/28/2024
Jakubowski-Purdy,Spain,40.416775,-3.703790,Professional Services  & Consulting,Micro (1-10),Michael Brown,4/4/2024,SAAS,Customer,6,,,1116,4/9/1900,5/19/2024,6/19/2024
Hackett LLC,Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Michael Brown,4/2/2024,Services,Customer,6,,,1039,3/20/1900,10/18/2024,4/9/2024
Gottlieb Group,Netherlands,52.370216,4.895168,Retail & Distribution,Micro (1-10),Jessica Martinez,1/31/2024,SAAS,Customer,6,,,674,1/29/1900,4/13/2024,1/31/2024
Hermiston-Hyatt,Switzerland,46.204391,6.143158,Agriculture & Mining,Micro (1-10),Sarah Davis,5/18/2024,Custom solution,Customer,6,,,1017,1/19/1900,9/24/2024,7/3/2024
Goldner LLC,Portugal,38.736946,-9.142685,Education & Science,Micro (1-10),Laura Thompson,4/8/2024,SAAS,Customer,6,,,824,1/19/1900,9/16/2024,5/15/2024
"Deckow, Dicki and Pagac",Spain,40.416775,-3.703790,Professional Services  & Consulting,Micro (1-10),David Wilson,2/24/2024,Services,Customer,6,,,302,2/8/1900,5/9/2024,4/15/2024
Kuphal-Wuckert,Belgium,51.260197,4.402771,Transportation & Logistics,Micro (1-10),Michael Brown,5/2/2024,SAAS,Customer,6,,,1076,2/8/1900,6/12/2024,5/31/2024
Yundt-McLaughlin,Austria,48.210033,16.363449,Professional Services  & Consulting,Micro (1-10),Laura Thompson,4/17/2024,SAAS,Customer,6,,,724,2/28/1900,3/1/2025,5/13/2024
"D'Amore, Auer and Wilkinson",Italy,41.902782,12.496366,Manufacturing & Production,Micro (1-10),Laura Thompson,1/11/2024,Services,Customer,6,,,406,1/9/1900,4/24/2024,3/6/2024
Fahey-Kulas,Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Sarah Davis,1/29/2024,Services,Customer,6,,,622,1/9/1900,11/26/2024,3/9/2024
"Osinski, Langworth and Auer",Switzerland,46.204391,6.143158,Agriculture & Mining,Micro (1-10),Michael Brown,5/22/2024,SAAS,Customer,6,,,717,1/29/1900,5/8/2025,7/20/2024
"Hane, Hettinger and Denesik",Netherlands,52.370216,4.895168,Transportation & Logistics,Micro (1-10),Laura Thompson,3/17/2024,Custom solution,Customer,6,,,1081,3/20/1900,4/29/2024,4/14/2024
Rohan Inc,Portugal,38.736946,-9.142685,IT & IT Services,Micro (1-10),Laura Thompson,5/4/2024,SAAS,Customer,6,,,1127,3/20/1900,6/22/2024,6/25/2024
"Koelpin, Bahringer and Beatty",Netherlands,52.370216,4.895168,Education & Science,Micro (1-10),Laura Thompson,5/8/2024,Services,Customer,6,,,667,2/28/1900,2/3/2025,6/3/2024
Flatley-Metz,Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),Kevin Anderson,5/20/2024,Services,Customer,6,,,541,1/29/1900,1/14/2025,6/10/2024
